country_code_BACI,country_name,iso3,AFG,ALB,DZA,AND,AGO,ATG,AZE,ARG,AUS,AUT,BHS,BHR,BGD,ARM,BRB,BEL,BMU,BTN,BOL,BIH,BWA,BRA,BLZ,SLB,VGB,BRN,BGR,MMR,BDI,BLR,KHM,CMR,CAN,CYM,CAF,LKA,TCD,CHL,CHN,COL,COG,COD,CRI,HRV,CUB,CYP,CZE,BEN,DNK,DMA,DOM,ECU,SLV,GNQ,ETH,EST,FJI,FIN,FRA,PYF,DJI,GAB,GEO,PSE,DEU,GHA,GIB,GRC,GRL,GUM,GTM,GIN,GUY,HTI,HND,HKG,HUN,ISL,IDN,IRN,IRQ,IRL,ISR,ITA,CIV,JAM,JPN,KAZ,JOR,KEN,PRK,KOR,KWT,KGZ,LAO,LBN,LSO,LVA,LBR,LBY,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,S19,MNG,MDA,MNE,MAR,MOZ,OMN,NAM,NPL,NLD,ANT,ABW,NCL,VUT,NZL,NIC,NER,NGA,NOR,MHL,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,GNB,TLS,QAT,ROU,RUS,RWA,LCA,VCT,SMR,SAU,SEN,SRB,SYC,SLE,IND,SGP,SVK,VNM,SVN,SOM,ZAF,ZWE,ESP,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,TGO,TTO,ARE,TUN,TUR,TKM,UGA,UKR,MKD,EGY,GBR,TZA,USA,BFA,URY,UZB,VEN,YEM,ZMB
634,Qatar,QAT,0,.14035088,0,.24561404,.1754386,0,.16666667,.20614035,.18859649,0,.10526316,.19529411,0,.11403508,.19437939,.11842106,.13157895,0,.24671052,0,0,.32203391,.21052632,.17105263,0,.1008772,.21929824,.24122807,0,0,0,0,.20717132,.16161616,.15350877,.21513945,.1491228,0,0,0,.28070176,.21052632,0,0,.21052632,.20971867,.17712177,0,.20175439,.2324159,.32017544,0,.10964912,.31274131,.244,.25925925,.15789473,.14767933,.19298245,.19354838,0,.14030612,.14035088,.12719299,0,0,0,0,.29969418,0,.38157895,.14035088,0,.18947369,.24561404,.28813559,.10964912,.24820144,.24902724,.20725389,0,0,0,0,.24576271,.23119266,.12719299,.25,.10476191,0,.31950209,.19736843,0,.13807531,0,.12280702,.37943262,0,0,.18421052,.22807017,0,.26717559,.23245615,.23404256,.13596492,.21052632,.2631579,.15789473,0,.23706897,0,.28947368,0,0,.11403508,.16666667,0,0,0,.21491228,.10964912,.14035088,0,0,0,0,.17982456,.19306931,0,.26754385,.25877193,0,.25,.27350429,.17105263,0,0,.26941746,.14035088,.27777779,0,0,0,0,.21283785,0,.1008772,.14134276,0,0,.19736843,0,0,0,.29824561,.14035088,0,.31012657,0,.21590909,.23028392,.18421052,.16666667,0,.35964912,0,.14473684,.22666667,.1008772,0,0,0,.23245615,.29608938,.2631579,.21491228,.2631579,.1491228,.14861996,.1008772,0,0,0,.28749999,0,0,.20675105,0,.12719299
642,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10769231,.13636364,.1010101,0,0,.16949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10769231,0,0,0,0,0,0,0,0,0,0,.13253012,0,0,0,0,0,.16788322,0,0,0,0,.11538462,0,0,0,0,0,.10169491,0,.11538462,.11666667,0,0,0,.19047619,0,0,0,0,0,0,.16216215,0,0,.13513513,0,0,0,0,0,.125,0,0,.11578947,0,0,0,.13138686,0,0,0,0,0,0,.11111111,0,.14184397,.15254237,0,.11864407,0,0,.14285715,.1627907,0,0,0,0,.11049724,0,0,.1010101,.13559322,0,0,0,0,0,.10497238,0,0,0,0,0,.12666667,.22033899,0,0,0,0,0,0,0,0,0,.13432837,0,0,0,.11409396,0,.13559322,0,0,0,0,0,0,0,0,0,0,.20338982,0,0,0,0,.13114753,0,0,0,0,0,.115,0,0,0,0,0,.13559322,0,.11111111,0,.22033899,0,0,0,0
643,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,.15384616,0,0,0,0,0,0,0,0,0,0,0,0,.31818181,0,0,.11111111,.45454547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12068965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16666667,0,0,0,0,0,0,0,0,0,.35714287,0,0,0,0,0,0,0
646,Rwanda,RWA,0,0,0,.30067569,.19594595,0,0,.15878378,.15202703,0,0,.31058824,0,0,.21311475,0,0,.15878378,.44078946,.10135135,0,.375,.19932432,.1858108,0,0,.17567568,.15878378,0,0,.11148649,0,.24324325,.21548821,.10810811,.32270917,0,0,0,0,.19594595,.11148649,0,0,.17567568,.35549873,.24723247,0,.11824324,.27828747,.2195946,0,0,.2668919,.28799999,.34567901,.10472973,.21621622,.15202703,.24798387,0,.19132653,.1554054,.10810811,0,0,0,0,.3119266,0,.21283785,.11148649,0,.2668919,.1722973,.41891891,0,.37837839,.2668919,.27979276,0,0,0,0,.20945945,.32477063,0,.20608108,.24444444,0,.21283785,.1418919,.13513513,.2195946,0,.14527027,.27364865,0,0,.11148649,.22972973,0,.3108108,.19594595,.33445945,.16216215,.21621622,.2972973,.16891892,0,.24662162,0,.25675675,0,0,.11486486,.1418919,0,0,0,.19256757,0,.15202703,0,0,0,0,.16216215,.17079207,.10810811,.2027027,.15878378,0,.23648648,.23648648,.15202703,.12837838,0,.34951457,.20608108,.36714977,0,.21283785,0,0,0,.125,0,.24662162,0,0,.10135135,0,0,0,.2331081,.1554054,0,.37341774,0,.39864865,.38485804,.28947368,.16554055,0,.22972973,0,0,.27333334,0,0,0,0,.30743244,.37709498,.13513513,.14527027,.30067569,.13175675,.19320594,0,0,0,0,.30743244,0,0,.14864865,0,.10472973
662,Saint Lucia,LCA,0,0,0,0,0,0,0,.14925373,0,0,.21428572,.11058824,0,0,.11241218,0,0,0,.125,.11450382,0,.11440678,.12299465,0,0,0,.16216215,0,0,0,0,0,.22310758,0,.18978103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13513513,0,.12037037,0,.14767933,0,0,0,.11479592,.16793893,.12977099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10169491,0,0,0,0,.25190839,0,.11267605,0,.10041841,0,0,0,0,0,0,0,0,.13358779,.15789473,.15602838,0,0,0,0,0,0,0,0,0,0,0,.13740458,0,.12977099,0,0,0,.12087912,0,0,0,0,0,.10643564,.19083969,0,.11061947,0,0,0,.12352941,0,0,.1262136,.15254237,0,0,0,0,0,.125,0,0,0,0,0,.14093959,0,0,0,0,0,0,.14240506,0,.15151516,0,.13815789,0,0,0,0,.1221374,0,0,0,0,0,0,0,.15000001,.10759494,.280543,0,.10828026,.13740458,0,.11450382,0,0,0,0,.18565401,.10687023,.18320611
670,Saint Vincent and the Grenadines,VCT,0,.12244898,0,0,0,0,0,0,0,0,.12337662,0,0,.30000001,0,.14925373,.20895523,0,0,0,.14925373,0,0,0,0,.18478261,0,0,0,0,0,.10447761,0,0,0,0,.1875,.17910448,.17910448,.13432837,.10447761,.11538462,0,0,0,0,0,.25373134,0,0,.10994764,0,0,0,0,0,.2038835,0,.12408759,0,0,0,.12931034,.11538462,.14925373,.11940298,0,0,0,0,0,.15384616,.17910448,0,0,0,.14925373,0,0,0,0,0,0,0,0,0,.16216215,0,0,.125,.17842324,.14084508,0,0,0,.1368421,.11347517,0,0,.13138686,0,.10447761,0,0,0,0,0,0,.14893617,0,0,0,0,.20895523,0,.1744186,.10784314,.10447761,.26760563,0,0,.20895523,0,.11111111,0,.2238806,.1641791,.15126051,0,0,.10497238,0,0,0,0,0,0,.10447761,0,0,0,.10126583,.1008772,.13432837,0,0,0,0,0,0,.14925373,.147651,0,0,.13414635,.10309278,0,.13432837,0,0,0,0,0,0,0,0,0,.16129032,0,.11940298,0,0,.10447761,0,0,.175,.23417722,0,0,0,0,.13432837,0,0,0,0,.2238806,0,.17910448,.12711865
674,San Marino,SMR,0,0,0,.14487633,.14840989,0,0,0,.12367491,.10600707,0,.23999999,0,0,.21077283,0,0,0,.19736843,0,0,.13074204,.12367491,.19434629,0,0,0,.19787987,0,0,0,0,.11307421,.27272728,0,.31673306,0,0,0,0,.20494699,0,0,0,.14840989,.28132993,.28413284,0,0,.18654434,.13427562,0,0,.14487633,.236,.17592593,0,.18727915,0,.22379032,0,.22193877,0,0,0,0,0,0,.23853211,0,.14487633,0,0,.37894738,0,.18305084,0,.22261484,.21201414,.26943004,0,0,0,0,.17667845,.29908258,0,0,.42539683,0,.11307421,0,0,.4770318,0,0,.19787987,0,0,0,.13074204,0,.11307421,.1696113,.19081272,.15194346,0,0,0,0,.1696113,0,.1024735,0,0,0,0,0,0,0,.15194346,0,.20494699,0,0,0,0,0,.19059406,0,.15194346,.11660777,0,.2155477,.22261484,.11307421,.12720849,0,.18932039,.23674911,.25845411,0,.14134276,0,0,.24662162,0,0,0,0,0,0,.21908127,0,0,.17667845,.17314488,0,.18670887,0,.2155477,.30914825,.24013157,.10600707,0,.1590106,0,0,.32666665,0,0,0,0,.1696113,.23743017,.10954063,0,.14134276,.12014134,.22080679,0,0,0,.10954063,.20141342,0,0,.14487633,0,0
682,Saudi Arabia,SAU,0,0,0,0,0,.175,.17894737,0,0,0,0,0,0,0,0,0,0,0,0,.15476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23076923,0,0,0,0,0,0,0,0,0,0,0,0,.175,0,0,.125,.22499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,.18965517,0,0,0,0,0,0,0,0,0,0,0,.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16666667,0,0,0,0,0,0,0,0,0,.25,0,0,0,0,0,0,0
686,Senegal,SEN,0,.1122449,0,0,0,0,0,0,0,0,.1038961,0,.11111111,.1375,0,.10769231,.1969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10810811,0,0,0,0,0,.12068965,0,0,0,0,.10909091,0,0,0,0,.25531915,0,0,0,.18518518,0,0,0,0,.17475729,0,0,0,0,0,0,.11538462,0,.16666667,.11111111,0,0,.11111111,0,0,0,0,0,0,.11111111,0,0,0,0,.13461539,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,0,.2,0,0,0,0,.18309858,.33333334,0,.12698413,0,0,.11111111,.18333334,.21621622,0,0,0,0,0,0,0,0,0,0,.12195122,0,0,0,.10126583,0,0,0,0,0,.14925373,0,0,0,.12080537,0,.14814815,0,0,0,.24444444,0,.125,0,0,0,0,0,0,.14814815,0,0,.1147541,.11111111,0,0,0,0,0,.10126583,0,0,0,0,0,0,0,0,.14285715,.19148937,0,.13559322,0
688,Serbia,SRB,0,.16778524,0,.20627803,.14893617,0,.13422818,.15422885,.12080537,.16107382,.19480519,.10588235,0,.17449665,.13348946,.16778524,.22147651,.16778524,.14473684,0,.10738255,.14830509,.13368984,.16990291,0,0,.15765765,.20276497,0,0,.12080537,0,.18326694,.10774411,.17449665,.10358566,.28187919,.147651,0,0,.2039801,.24832214,.12751678,0,.17727272,.11508951,.11439114,.11409396,.16778524,.17125382,.2565445,0,.147651,.22393823,.146,.12654321,.20805369,0,.26845637,.12298387,0,.1377551,.19463088,.27516779,0,0,0,0,.2232416,.10738255,.22018349,.13422818,.14093959,.12631579,.24832214,.1559322,.10067114,.11510792,.18287937,.15025906,.10738255,0,0,.17449665,.16525424,.10642202,.147651,.22580644,0,.10067114,.31535271,.23489933,0,.10878661,0,.15436241,.19858156,0,0,.25503355,.16489361,0,.17938931,.14210527,.15248227,.10067114,.23391813,.16666667,.25503355,0,.14655173,0,.20430107,.17449665,0,.147651,.20134228,0,.19463088,.10067114,.22099447,.12080537,.13186814,.17449665,0,.18791947,0,.24832214,.14851485,.12751678,.18232045,.2079646,0,.1797235,.15384616,.21764706,.2,0,.15776698,.13559322,.13526569,.13422818,.19736843,.11409396,0,.10135135,.14093959,.147651,0,0,.12080537,0,.12941177,0,.10067114,.2525773,0,.12080537,.15822785,.10067114,.11742424,0,0,.1396648,.12751678,.20873787,0,.26174498,.14,.10738255,0,0,0,.17592593,.15363128,.27500001,.36708862,.16742082,.2,.13163482,.17449665,0,0,.10738255,.15833333,0,.14093959,.18565401,.12080537,.22818792
690,Seychelles,SYC,0,0,0,.13901345,.17021276,0,.10588235,0,0,.11176471,.10588235,.10823529,0,0,.14285715,0,0,0,.10526316,0,0,0,0,.18932039,0,0,0,.21658987,0,0,0,0,.11553785,.22222222,0,.11952192,0,0,0,0,0,0,0,0,.18636364,0,.14944649,0,.11764706,.12232416,.12565444,0,0,0,.124,.12037037,0,.14345992,.11176471,.14717741,0,.21938775,0,0,0,0,0,0,.10397553,0,0,0,0,.19649123,0,.13559322,0,.13309352,.17509727,.12694301,.2,0,0,0,.14406779,.10275229,0,.10752688,.26031747,0,.11618257,0,0,.17991632,0,0,0,0,0,.14117648,0,0,0,.13157895,0,.11764706,0,0,0,0,.12931034,0,0,0,0,0,0,0,0,0,.12154696,0,.31868133,0,0,0,0,0,.17079207,.11764706,0,.11061947,0,0,.12393162,0,.15294118,0,0,.16384181,0,0,0,0,0,0,0,0,.21908127,0,0,.12941177,0,0,0,.10824742,.10588235,0,0,0,0,.11041009,.16776316,.12290503,0,0,0,0,.18333334,0,0,0,0,0,0,.11,0,0,.11764706,.19745223,0,0,0,0,.10416666,0,0,.10970464,0,0
694,Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13513513,0,0,0,0,.10416666,0,.15384616,.14814815,0,0,0,0,0,0,0,0,0,0,0,.13636364,.12048193,0,0,0,0,0,.10218978,0,0,0,0,0,0,.16666667,.22727273,0,0,.16,0,0,.13333334,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.18421052,0,.18181819,0,0,0,.11627907,0,0,.11267605,0,0,.11111111,0,0,.16,0,0,0,0,0,0,0,0,0,0,0,0,.34146342,0,0,0,0,0,.13559322,0,0,0,0,0,0,.14814815,0,0,0,0,0,0,.11111111,0,.125,0,0,0,0,.12727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.42857143,0,0,0,0
699,India,IND,0,0,0,0,0,0,.12631579,0,0,0,0,0,0,.12195122,0,.17073171,0,.12121212,0,0,0,0,0,0,0,.11956522,0,0,0,0,0,.12195122,0,0,.10948905,0,.16666667,.1097561,.12195122,.12195122,0,0,0,0,0,0,0,0,.1092437,0,0,0,.15662651,0,0,0,.16504854,0,.12408759,0,0,0,.15517241,.14423077,0,.17073171,0,0,0,0,0,.11538462,.12195122,0,.10135135,0,.1097561,0,.10116731,0,0,0,0,0,0,0,0,0,0,0,.1120332,0,0,.10041841,0,0,0,.1097561,0,0,.13297872,0,0,0,0,0,0,0,.14893617,0,0,0,0,0,0,.12790698,.11764706,0,.19512194,0,0,.1097561,0,0,0,0,0,.11764706,0,0,0,0,0,0,.1025641,0,0,.18292683,0,0,0,0,0,0,0,0,0,.13414635,0,0,0,.10067114,0,0,0,0,0,0,0,.12195122,.10227273,.12618296,0,0,0,0,0,.16129032,0,0,0,0,0,0,0,.16,.12658228,0,0,0,0,0,0,0,0,0,.13414635,0,0,.14406779
702,Singapore,SGP,0,0,0,.26457399,.19587629,0,0,.15920398,.15463917,0,0,.15529412,0,.10309278,.18969555,.10824742,0,.21649484,.28947368,0,0,.25847459,.19587629,.13592233,0,.12886597,.15315315,.26728112,0,0,.10309278,0,.17529881,.16161616,.12371134,.1932271,.15979381,0,0,0,.37313432,.31443298,0,0,.19090909,.15345268,.14760147,0,.20103092,.2232416,.39690721,0,.13402061,.26640928,.198,.25617284,.15463917,.10548523,.30927834,.15524194,0,.13265306,.14432989,.12371134,0,0,0,0,.29357797,0,.44495413,.14948453,.10824742,.24912281,.40721649,.25084746,.17010309,.21942446,.25291827,.19948186,0,0,0,0,.18644068,.2,.14432989,.29896906,0,0,.32780084,.20103092,.18556701,.13807531,0,.17010309,.26950353,0,0,.20618556,.35567009,.12371134,.27099237,.20103092,.29787233,.24226804,.24742268,.27319586,.24226804,0,.2112069,0,.31958762,0,0,.13402061,.11340206,0,0,0,.40206185,.13402061,.15463917,.10309278,0,0,0,.31958762,.17326732,0,.28865978,.21681416,0,.33640552,.2905983,.24742268,.22164948,0,.20631067,.13402061,.27536231,.10309278,.29824561,0,0,.2331081,0,.10309278,.17667845,0,0,.2525773,.10824742,0,0,0,.17010309,0,.2943038,0,.18181819,.2082019,.16118421,.26288658,0,.32524273,0,.2113402,.22666667,0,0,0,0,.25,.26536313,.245,.26288658,.19457014,.17010309,.12526539,0,0,0,0,.3125,0,0,.16877638,0,.14948453
703,Slovakia,SVK,0,0,0,.12556054,.18617021,0,0,0,.17605634,0,0,.16941176,0,0,.10070258,0,0,0,.1118421,0,0,.13559322,.11764706,0,0,0,0,.1797235,0,0,0,0,0,.17508417,0,.15737052,0,0,0,0,.14925373,0,0,0,.12727273,.15089513,.14944649,0,.1641791,.16513762,.15706806,0,0,0,.16599999,.14197531,0,.1392405,.12408759,.11895161,0,.11479592,0,0,0,0,0,0,.14984709,0,.1559633,.10447761,0,.18596491,.12837838,.17627119,0,.1438849,.10116731,0,.10447761,0,0,0,0,.18899083,0,.12365592,.11746032,0,0,0,0,.13389121,0,0,.17730497,0,0,.1970803,.14361702,0,.1259542,0,.14184397,.21830986,.11111111,.16129032,.12056737,0,0,0,.12903225,0,0,0,0,0,0,0,.19889502,0,0,0,0,0,0,0,0,0,.11049724,.1238938,0,.11059908,.17094018,0,.14,0,.1237864,.10734463,.17391305,0,.14035088,0,0,.1554054,0,0,.17314488,0,0,0,.10588235,0,0,.17010309,0,0,.1392405,0,.13257575,.16403785,.14144737,0,0,.14077669,0,0,.11333334,0,0,0,0,.10185185,.17039107,0,0,0,.13124999,.10615711,0,0,0,.10447761,.1375,0,0,0,0,0
704,Viet Nam,VNM,0,.13265306,0,0,0,0,0,0,0,0,.11038961,0,0,.125,0,0,.12121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,.10909091,0,0,0,0,.31914893,0,0,0,0,0,0,0,0,.14563107,0,0,0,0,0,0,.125,0,.13333334,0,0,0,.22222222,0,0,.16666667,0,0,0,.11111111,0,0,0,0,0,0,.10810811,0,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,.13953489,0,0,.11267605,.2,0,0,0,.17171717,.11111111,.16666667,.11111111,0,0,0,0,0,0,0,0,0,0,.2,0,0,0,0,0,0,0,0,0,.13432837,0,0,.24444444,.12080537,0,.11111111,0,0,0,0,0,.17777778,0,0,0,0,.12727273,0,0,0,0,0,0,0,0,0,0,.115,.11392405,0,.13124999,0,0,0,0,0,0,.11111111,.21276596,0,0,0
705,Slovenia,SVN,0,0,0,.28797469,.18670887,0,.10759494,.19936709,.17405063,0,.14873418,.37882352,0,0,.34894612,0,0,.11392405,.42088607,.11392405,0,.3892405,.24683544,.18670887,0,0,.19303797,.27215189,0,0,0,0,.27848101,.24367088,.16139241,.24701196,.12341772,0,0,0,.23734178,.21518987,0,0,.23101266,.36317137,.29704797,0,.17405063,.3792049,.27215189,0,.11392405,.2943038,.34999999,.44753087,.12341772,.25632912,.20886075,.31048387,0,.2372449,.17721519,.14240506,0,0,0,0,.41590214,0,.31329113,.11392405,0,.17405063,.19620253,.49050632,0,.37341774,.20886075,.24093264,0,0,0,0,.21202531,.3266055,.11392405,.24683544,.17721519,0,.29746836,.19620253,0,.17088607,0,.14556962,.38291138,0,0,.19303797,.20253165,0,.37658226,.21835443,.38291138,.10126583,.18670887,.28481013,.14240506,0,.24050634,0,.33544305,0,0,.12025317,.18670887,0,0,0,.18037975,0,.14873418,.10126583,0,0,0,.16772152,.30445546,0,.19303797,.28797469,0,.19936709,.19303797,.16772152,.12341772,0,.41990292,.17088607,.38164252,.10759494,.31012657,0,0,.37341774,.14240506,0,.18670887,0,0,.15822785,0,0,0,.2943038,.1392405,0,0,0,.37341774,.41955835,.32911393,.19620253,0,.25316456,0,.1329114,.24683544,0,0,0,0,.23734178,.38547486,.21835443,.19936709,.32911393,.14556962,.2462845,0,0,0,0,.24683544,0,0,.27215189,0,.13607594
706,Somalia,SOM,0,0,0,0,0,.10526316,0,0,0,0,0,0,.15625,0,0,.15384616,0,.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,.10810811,0,0,0,0,0,.10344828,.1025641,.125,0,.10769231,0,0,0,0,0,.12765957,0,0,0,0,.14457831,0,0,0,0,0,.10948905,0,0,0,.10344828,.14423077,0,.19444445,.125,0,0,.15625,0,0,.23333333,0,0,0,0,0,0,0,0,0,0,0,0,0,.14864865,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,.10638298,.18421052,0,0,0,.12727273,0,.11627907,0,0,.18309858,.1875,0,0,0,0,.125,.13333334,0,.1092437,0,0,0,0,0,0,0,0,0,.21951219,0,0,0,0,0,0,0,0,0,0,0,0,.125,.10067114,0,.125,.12195122,0,0,.17777778,0,0,0,0,0,0,.16363636,0,0,.11827957,0,0,0,0,0,0,0,0,.10759494,0,0,0,0,.17777778,0,0,0,0,.25531915,0,.11864407,0
710,South Africa,ZAF,0,0,0,.20075758,.20833333,0,.10227273,.15151516,.14772727,.10227273,0,.36470589,0,0,.26932085,0,0,0,.3256579,0,0,.35227272,.25,.20454545,0,0,.1969697,.20833333,0,0,0,0,.32954547,.22895622,.10227273,.20717132,0,0,0,0,.19318181,.11742424,0,0,.16666667,.40409207,.29889297,0,0,.29663607,.17424242,0,0,.22727273,.27200001,.37037036,0,.24621212,0,.28024194,0,.19897959,.13636364,0,0,0,0,0,.25076452,0,.15909091,0,0,.13333334,0,.41355932,0,.40647483,.19318181,.19170985,0,0,0,0,.20454545,.28256881,0,.18181819,.2,0,.20454545,.13636364,0,.23863636,0,0,.24822696,0,0,0,.10984848,0,.33712122,.27272728,.32978722,0,.11742424,.20454545,0,0,.25378788,0,.20075758,0,0,0,.13636364,0,0,0,.10984848,0,.15909091,0,0,0,0,0,.23267327,.10227273,.13257575,.23106061,0,.15530303,.14015152,.125,.10227273,0,.37621358,.13636364,.26811594,0,.21590909,0,0,.39864865,.15151516,0,.2155477,0,0,.11742424,0,0,.10227273,.18181819,.13257575,0,.37341774,0,0,.39747635,.32894737,.14015152,0,.15530303,0,0,.22,0,0,0,0,.20454545,.28212291,.14772727,.13257575,.32575756,.10606061,.20169851,0,0,0,0,.14772727,0,0,.21212122,0,.10227273
716,Zimbabwe,ZWE,0,0,0,.21451104,.19873817,0,0,.13564669,.11671925,.11356467,0,.45647058,0,0,.31381732,0,0,0,.31861198,.10094637,0,.35015774,.22712934,.19873817,0,0,.21135646,.22712934,0,0,0,0,.23343849,.33753943,0,.2569721,0,0,0,0,.2429022,.15141957,0,0,.21451104,.45012787,.39483395,0,.13564669,.38837922,.17350158,0,0,.18296529,.34999999,.42901236,0,.29022083,.10725552,.34879032,0,.30357143,0,0,0,0,0,0,.33027524,0,.20189275,0,0,.19242902,.12933753,.43533123,0,.37539431,.17665616,.19689119,.11041009,0,0,0,.20189275,.38348624,0,.20504732,.2681388,0,.19873817,0,0,.20504732,0,0,.32807571,0,0,.15457413,.12618296,0,.26182964,.2681388,.30914825,.13249211,0,.18296529,0,0,.26498422,0,.16403785,0,0,0,.12618296,0,0,0,.13880126,0,.16719243,0,0,0,0,.10410095,.25495049,0,.14195584,.21451104,0,.14195584,.19873817,.11987381,.10094637,0,.40533981,.13880126,.35748792,0,.23028392,0,0,.38485804,0,0,.30914825,0,0,0,.11041009,0,.12618296,.2082019,.16403785,0,.41955835,0,.39747635,0,.38485804,.14195584,0,.15457413,0,0,.24605678,0,0,0,0,.16403785,.32122904,.12618296,.12618296,.2429022,.12618296,.27600849,0,0,0,0,.14826499,0,0,.2082019,0,0
724,Spain,ESP,0,0,0,.16118421,.17434211,0,0,.14473684,0,.10197368,.10197368,.39294118,0,0,.29508197,0,0,0,0,0,0,.24342105,.22697368,.29276314,0,0,.19736843,.21381579,0,0,0,0,.3256579,.36842105,.125,.17729084,0,0,0,0,.13486843,0,0,0,.22368421,.39386189,.38745388,0,.10197368,.38837922,.13486843,0,0,.15131579,.292,.35493827,0,.43421054,0,.33669356,0,.35714287,0,0,0,0,0,0,.21712539,0,.13486843,0,0,.10855263,0,.32894737,0,.28947368,.13486843,.17357513,.12828948,0,0,0,.19078948,.31743118,0,.15789473,.32063493,0,.14144737,0,0,.22039473,0,0,.23026316,0,0,.1118421,0,0,.25657895,.27302632,.30263159,0,0,.13815789,0,0,.21381579,0,.125,0,0,0,.12171052,0,0,0,0,0,.13486843,0,0,0,0,0,.28465346,.16447368,0,.25,0,0,.13486843,0,0,0,.32281554,.15131579,.26570049,0,.18421052,0,0,.28947368,.13815789,0,.24013157,0,0,0,.16776316,0,0,.16118421,.14144737,0,.32911393,0,.32894737,.38485804,0,.14802632,0,0,0,0,.17434211,0,0,0,0,.12828948,.25418994,.10197368,.11842106,.22697368,.11842106,.34394905,0,0,0,.10197368,.11513158,0,0,.18421052,0,0
736,Sudan (...2011),SDN,0,.10055866,0,.22421524,.13297872,0,0,.19402985,.17318435,.10614525,.11731844,.16,0,0,.15222482,0,0,.12290503,.20394737,0,0,.20762712,.11764706,.18446602,0,.10055866,.17567568,.16129032,0,0,.17318435,0,.17529881,.17845118,.13407822,.15936255,0,0,0,0,.2238806,.15083799,0,0,.14090909,.13299233,.14206642,0,.16201118,.17431192,.21465969,0,0,.1969112,.15800001,.16049382,0,.16033755,.18994413,.14717741,0,.12755102,.15083799,0,0,0,0,0,.18348624,0,.23853211,.12290503,0,.14736842,.24022347,.17627119,.12849163,.12230216,.16731517,.17098446,.12290503,0,0,0,.15677966,.16513762,.11173184,.2311828,.11428571,0,.21576764,.1396648,.10055866,.11715481,0,.17877094,.19148937,0,0,.15083799,.19680852,.10055866,.19847329,.13157895,.21631205,.17877094,.19553073,.22580644,.17877094,0,.15517241,0,.21505377,0,0,.11731844,0,0,0,0,.27624309,.12849163,.14285715,.11731844,0,0,0,.18994413,.17574258,0,.20994475,.19911504,0,.17511521,.18376069,.23463687,.1396648,0,.15048544,.15083799,.17874396,.11731844,.16666667,0,0,.16554055,0,0,.10600707,0,0,.1396648,.12290503,0,0,.26288658,0,0,.19620253,0,.14015152,.14195584,.14802632,0,0,.18932039,0,.11731844,.14666666,0,0,0,0,.18981482,.17877094,.19,.15083799,.15837105,.17318435,.15286624,0,0,0,0,.20416667,0,0,.21518987,0,.14525139
